0	nan
0.2	0.00468643
0.4	0.0189868
0.6	0.0436553
0.8	0.0800586
1	0.130371
1.2	0.197915
1.4	0.287769
1.6	0.40785
1.8	0.570997
2	0.799251
2.2	1.1336
2.4	1.6595
2.6	2.58902
2.8	4.63151
3	12.5057
3.2	33.7063
3.4	8.42479
3.6	5.22927
3.8	3.99609
4	3.35702
4.2	2.9792
4.4	2.74291
4.6	2.59618
4.8	2.51523
5	2.4914
5.2	2.52796
5.4	2.6436
5.6	2.88859
5.8	3.40496
6	4.74557
